isolate,country,arcC,aroE,glpF,gmk,pta,tpi,yqiL,ST (MLST),clonal_complex (MLST)
SRR017369,Unknown,360,4,1,4,12,1,10,245,CC5
ERR033533,Spain,1,,1,1,1,1,1,,
SRR022582,Unknown,3,3,1,1,4,4,3,8,CC8
ERR033553,Portugal,7,6,1,5,8,8,6,22,CC22
ERR033579,Sweden,13,13,1,1,12,11,13,15,CC15
SRR016126,Unknown,1,4,1,4,12,1,10,5,CC5
SRR016151,Unknown,1,4,1,4,12,1,28,105,CC5
ERR033629,France,3,,19,2,20,26,341,,
ERR033675,Unknown,3,,1,,4,4,3,,
SRR016129,Unknown,1,4,1,4,12,1,28,105,CC5
ERR033695,Unknown,1,1,1,,1,1,1,,
SRR016154,Unknown,3,3,1,1,4,4,3,8,CC8
ERR033717,Unknown,1,,1,4,12,1,10,,
ERR038397,Unknown,16,16,12,2,13,13,15,50,
ERR038690,Poland,1,1,1,1,1,200,1,1815,CC1
SRR016123,Unknown,3,3,1,1,4,4,3,8,CC8
ERR048379,Unknown,2,3,1,1,4,4,3,239,CC8
ERR048394,Unknown,2,3,1,1,4,4,3,239,CC8
ERR048429,Unknown,2,3,1,1,4,4,3,239,CC8
ERR048475,Unknown,2,3,1,1,4,4,3,239,CC8
ERR086163,Unknown,2,3,1,1,4,4,3,239,CC8
ERR086186,Unknown,2,202,1,1,4,4,3,1282,CC8
ERR086210,Unknown,2,3,1,1,4,4,3,239,CC8
ERR109223,Unknown,2,3,1,1,4,4,3,239,CC8
SRR031227,Unknown,1,4,1,4,12,1,10,5,CC5
SRR031228,Unknown,1,4,1,4,12,1,10,5,CC5
ERR109247,Unknown,2,3,1,1,4,4,3,239,CC8
ERR109262,Unknown,2,3,1,1,4,4,3,239,CC8
ERR119023,Unknown,2,3,1,1,4,4,3,239,CC8
ERR119056,Unknown,2,3,1,1,4,4,3,239,CC8
ERR044260,Unknown,2,3,1,1,4,4,3,239,CC8
ERR046449,Unknown,2,3,1,1,4,4,3,239,CC8
ERR046495,Unknown,2,3,1,1,4,4,3,239,CC8
ERR084519,UK,7,6,1,5,8,8,6,22,CC22
ERR084535,UK,7,6,1,5,8,308,6,2925,CC22
ERR084555,UK,2,3,1,1,4,4,30,241,CC8
ERR084577,Unknown,2,2,2,2,3,3,2,36,CC30
ERR084601,Unknown,6,193,45,2,7,58,52,1245,
ERR084631,Unknown,3,1,1,1,1,60,3,118,CC97
ERR084656,UK,19,23,15,2,19,20,15,59,
ERR084676,UK,7,6,1,5,8,196,6,1784,CC22
ERR084701,Unknown,7,6,1,5,8,8,6,22,CC22
ERR084730,Unknown,6,57,45,2,216,58,52,1944,
ERR086080,USA,3,3,1,1,4,4,3,8,CC8
ERR086106,Unknown,3,3,1,1,4,4,3,8,CC8
ERR086129,USA,3,3,1,1,4,4,3,8,CC8
ERR086073,USA,3,3,1,1,4,4,3,8,CC8
ERR086089,USA,3,3,1,1,4,4,3,8,CC8
ERR086097,USA,3,3,1,1,4,4,3,8,CC8
ERR086114,USA,3,3,1,1,4,4,3,8,CC8
ERR086123,USA,3,3,1,1,4,4,3,8,CC8
ERR086135,USA,3,3,1,1,4,4,3,8,CC8
ERR086142,USA,3,3,1,1,4,4,3,8,CC8
ERR070038,UK,258,6,1,5,8,8,6,2371,CC22
ERR072247,UK,258,6,1,5,8,8,6,2371,CC22
ERR085420,UK,7,6,1,5,8,8,6,22,CC22
ERR128718,UK,258,6,1,5,8,8,6,2371,CC22
ERR070035,UK,3,3,1,1,4,4,3,8,CC8
ERR085416,UK,258,6,1,5,8,8,6,2371,CC22
ERR089823,UK,7,6,1,5,8,8,6,22,CC22
ERR128707,UK,258,6,1,5,8,8,6,2371,CC22
ERR131804,UK,1,1,1,1,22,1,1,772,CC1
ERR131810,UK,258,6,1,5,8,8,6,2371,CC22
SRR492709,Unknown,63,4,1,4,12,1,28,496,CC5
SRR493858,Unknown,1,4,441,4,12,1,10,248,CC5
SRR493898,Unknown,1,4,1,4,12,1,28,105,CC5
SRR494910,Unknown,1,4,1,4,12,1,10,5,CC5
SRR494933,Unknown,1,4,1,4,12,1,28,105,CC5
SRR494955,Unknown,3,3,1,1,4,4,3,8,CC8
SRR494973,Unknown,1,4,1,4,12,1,28,105,CC5
SRR496379,Unknown,1,4,1,4,12,1,28,105,CC5
SRR497493,Unknown,1,4,1,4,12,1,28,105,CC5
SRR497505,Unknown,1,4,1,4,12,1,10,5,CC5
SRR497524,Unknown,1,4,1,4,12,1,10,5,CC5
SRR497538,Unknown,1,4,1,4,12,1,10,5,CC5
SRR497553,Unknown,1,4,1,4,12,1,28,105,CC5
SRR497574,Unknown,1,34,1,4,12,1,28,231,CC5
SRR497587,Unknown,1,,1,4,12,1,10,,
SRR492693,Unknown,1,4,1,4,12,1,10,5,CC5
ERR048494,Unknown,2,3,1,1,4,4,3,239,CC8
ERR086172,Unknown,2,3,1,1,4,4,3,239,CC8
ERR086196,Unknown,2,3,1,1,4,4,3,239,CC8
ERR086221,Unknown,2,3,1,1,4,4,3,239,CC8
ERR109233,Unknown,2,3,1,1,4,4,3,239,CC8
ERR109254,Unknown,2,3,1,1,4,4,3,239,CC8
ERR119035,Unknown,2,3,1,1,4,4,3,239,CC8
ERR084528,UK,7,6,1,5,8,8,6,22,CC22
ERR084545,UK,7,6,1,5,8,8,6,22,CC22
ERR084565,UK,7,6,1,5,8,8,6,22,CC22
ERR084590,Unknown,6,57,45,2,7,58,52,130,
ERR084614,Unknown,6,72,147,43,49,67,59,1076,
ERR084643,Unknown,7,6,1,5,8,8,6,22,CC22
ERR084665,UK,7,6,1,5,8,8,6,22,CC22
ERR084713,Unknown,7,6,1,5,8,8,6,22,CC22
ERR084747,Unknown,18,33,6,20,7,50,48,425,
ERR084760,Unknown,6,,45,2,7,58,52,,
ERR084771,Denmark,6,57,45,2,7,58,52,130,
ERR033596,Sweden,1,4,1,4,46,24,29,111,CC5
SRR016396,Unknown,2,2,2,2,6,3,2,30,CC30
ERR033617,UK,1,,1,4,12,1,10,,
SRR016394,Unknown,2,2,2,2,6,3,2,30,CC30
SRR016398,Unknown,2,2,2,2,6,3,2,30,CC30
SRR016395,Unknown,2,2,2,2,6,3,2,30,CC30
ERR033683,Unknown,10,14,8,6,10,3,2,45,CC45
SRR016388,Unknown,2,2,2,2,6,3,2,30,CC30
SRR016392,Unknown,2,2,2,2,6,3,2,30,CC30
ERR033704,The Netherlands,1,4,1,,,1,10,,
ERR038367,Unknown,1,4,1,4,12,362,10,249,CC5
ERR038666,France,1,4,1,4,12,1,10,5,CC5
ERR048371,Unknown,2,3,1,1,4,4,3,239,CC8
ERR048387,Unknown,2,3,1,1,4,4,3,239,CC8
ERR048405,Unknown,2,3,1,1,4,4,3,239,CC8
ERR048458,Unknown,2,3,1,1,4,4,3,239,CC8
ERR033285,Unknown,10,,8,6,10,3,2,,
ERR033302,Spain,1,4,1,4,12,1,54,125,CC5
ERR033351,Belgium,3,3,1,1,4,4,3,8,CC8
ERR033369,Czech Republic,3,1,14,15,11,19,3,101,
ERR033391,Unknown,10,14,8,6,10,3,2,45,CC45
ERR033409,Croatia,1,4,1,4,46,24,29,111,CC5
ERR033437,France,1,1,1,1,1,1,1,1,CC1
ERR033454,France,3,35,19,2,316,26,39,2866,
ERR033476,Germany,7,6,1,5,8,8,6,22,CC22
ERR033505,France,2,2,2,2,6,3,2,30,CC30
ERR033524,Spain,1,43,1,4,12,1,10,146,CC5
ERR033541,Italy,1,4,1,4,12,1,10,5,CC5
ERR033564,Sweden,10,14,8,6,10,3,2,45,CC45
SRR016780,Unknown,2,2,2,2,6,3,2,30,CC30
SRR016397,Unknown,2,2,2,2,6,3,2,30,CC30
SRR017388,Unknown,,2,2,2,6,3,2,,
SRR088896,Unknown,3,3,1,1,4,4,109,923,CC8
SRR088897,Unknown,3,3,1,1,4,4,3,8,CC8
SRR016387,Unknown,8,2,2,2,6,3,2,34,CC30
SRR400026,Unknown,3,3,1,1,4,4,3,8,CC8
SRR277418,Unknown,3,3,1,1,4,4,3,8,CC8
SRR278029,Unknown,2,2,2,2,3,3,2,36,CC30
ERR038046,UK,7,6,1,5,8,8,6,22,CC22
ERR038047,UK,7,6,1,5,8,8,6,22,CC22
ERR038049,UK,7,6,1,5,8,8,6,22,CC22
ERR038050,UK,7,6,1,5,8,8,6,22,CC22
ERR038056,The Netherlands,7,6,1,5,8,8,6,22,CC22
ERR038057,UK,7,6,1,5,8,8,6,22,CC22
ERR038058,UK,7,6,1,5,8,8,6,22,CC22
ERR038059,UK,7,6,1,5,8,8,6,22,CC22
ERR038060,UK,7,6,1,5,8,8,6,22,CC22
ERR038061,Ireland,7,6,1,5,8,8,6,22,CC22
ERR038062,Australia,7,6,1,5,8,8,6,22,CC22
ERR038063,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038066,UK,2,2,2,2,3,3,2,36,CC30
ERR038067,UK,2,2,2,2,3,3,2,36,CC30
ERR038068,UK,2,2,2,2,3,3,2,36,CC30
ERR038069,Finland,2,2,2,2,3,3,2,36,CC30
ERR038070,UK,2,,2,2,3,3,2,,
ERR038071,UK,2,2,2,2,3,3,2,36,CC30
ERR038072,UK,2,2,2,2,3,3,2,36,CC30
ERR038073,UK,2,,2,2,3,3,2,,
ERR038076,UK,7,6,1,5,8,8,6,22,CC22
ERR038077,UK,7,6,1,,8,8,6,,
ERR038078,UK,7,6,1,5,8,8,6,22,CC22
ERR038079,UK,7,6,1,5,8,8,6,22,CC22
ERR038080,UK,7,6,1,5,8,8,6,22,CC22
ERR038081,UK,7,6,1,5,8,8,6,22,CC22
ERR038083,UK,361,6,1,5,8,8,6,251,CC22
ERR038086,UK,362,2,2,2,3,3,2,252,CC30
ERR038087,UK,2,2,2,2,3,3,2,36,CC30
ERR038088,UK,2,2,2,2,3,3,2,36,CC30
ERR038089,UK,2,2,2,2,3,3,2,36,CC30
ERR038090,UK,2,2,2,2,3,3,2,36,CC30
ERR038092,UK,2,2,2,2,3,3,2,36,CC30
ERR038096,UK,7,6,1,5,8,8,6,22,CC22
ERR038097,UK,7,6,1,5,8,8,6,22,CC22
ERR038098,UK,7,6,1,5,8,8,6,22,CC22
ERR038099,UK,7,6,1,5,8,8,6,22,CC22
ERR038100,UK,7,6,1,5,8,8,6,22,CC22
ERR038102,UK,361,6,1,5,8,8,6,251,CC22
ERR038106,UK,2,2,2,2,3,3,2,36,CC30
ERR038107,UK,2,2,2,2,3,3,2,36,CC30
ERR038108,UK,2,2,2,2,3,3,2,36,CC30
ERR038109,UK,2,2,2,2,3,3,2,36,CC30
ERR038110,UK,2,,2,2,3,3,2,,
ERR038112,UK,,2,2,2,3,3,2,,
ERR038113,Unknown,2,,2,,3,3,2,,
ERR038115,Unknown,2,,2,,3,3,2,,
ERR038135,Unknown,2,2,2,2,3,3,2,36,CC30
ERR038136,Unknown,2,2,2,2,3,3,2,36,CC30
ERR038137,Unknown,2,2,2,2,3,3,2,36,CC30
ERR038139,Unknown,,2,2,2,3,3,2,,
ERR038140,Unknown,2,2,2,2,3,3,2,36,CC30
ERR038141,Unknown,,2,2,2,3,3,2,,
ERR038142,Unknown,,,2,2,3,3,2,,
ERR038143,Unknown,2,2,2,2,3,3,2,36,CC30
ERR038144,UK,7,6,1,5,8,8,6,22,CC22
ERR038145,UK,,6,1,5,8,,6,,
ERR038146,UK,7,6,1,5,8,8,6,22,CC22
ERR038147,UK,,6,1,5,8,8,6,,
ERR038148,UK,7,6,1,5,8,8,6,22,CC22
ERR038149,UK,7,6,1,5,8,8,6,22,CC22
ERR038150,UK,7,6,1,5,8,8,6,22,CC22
ERR038151,UK,7,6,1,5,8,8,6,22,CC22
ERR038152,UK,7,6,1,5,8,8,6,22,CC22
ERR038153,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038166,UK,2,2,2,2,3,3,2,36,CC30
ERR038167,UK,2,2,2,2,3,3,2,36,CC30
ERR038168,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038169,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038170,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038171,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038172,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038173,Unknown,7,6,1,5,8,8,6,22,CC22
ERR038174,Unknown,7,6,1,5,8,8,6,22,CC22
ERR044560,UK,7,6,1,5,8,8,6,22,CC22
ERR044561,UK,7,6,1,5,8,8,6,22,CC22
ERR044562,UK,7,6,1,5,8,8,6,22,CC22
ERR044563,UK,7,6,1,5,8,8,6,22,CC22
ERR044564,UK,7,6,1,5,8,8,6,22,CC22
ERR044565,UK,7,6,1,5,8,8,6,22,CC22
ERR044566,UK,7,6,1,5,8,8,6,22,CC22
ERR044567,UK,7,6,1,5,8,8,6,22,CC22
ERR044568,UK,7,6,1,5,8,8,6,22,CC22
ERR044569,UK,7,6,1,5,8,8,6,22,CC22
ERR044570,UK,7,6,1,5,8,8,6,22,CC22
ERR044571,UK,7,6,1,5,8,8,6,22,CC22
ERR044572,UK,7,6,1,5,8,8,6,22,CC22
ERR044573,UK,7,6,1,5,8,8,6,22,CC22
ERR044574,UK,7,6,1,5,8,8,6,22,CC22
ERR044575,UK,7,6,1,5,8,8,6,22,CC22
ERR044576,UK,7,6,1,5,8,8,6,22,CC22
ERR044577,UK,7,6,1,5,8,8,6,22,CC22
ERR044578,UK,7,6,1,5,8,8,6,22,CC22
ERR044579,UK,7,6,1,5,8,8,6,22,CC22
ERR044580,UK,7,6,1,5,8,8,6,22,CC22
ERR044581,UK,7,6,1,5,8,8,6,22,CC22
ERR044582,UK,7,6,1,5,8,8,6,22,CC22
ERR044583,UK,7,6,1,5,8,8,6,22,CC22
ERR044584,UK,7,6,1,5,8,8,6,22,CC22
ERR044585,UK,7,6,1,5,8,8,6,22,CC22
ERR044586,UK,7,6,1,5,8,8,6,22,CC22
ERR044587,UK,7,6,1,5,8,8,6,22,CC22
ERR044588,UK,7,6,1,5,8,8,6,22,CC22
ERR044589,UK,7,6,1,5,8,8,6,22,CC22
ERR044590,UK,7,6,1,5,8,8,6,22,CC22
ERR044591,UK,7,6,1,5,8,8,6,22,CC22
ERR044592,UK,363,6,1,5,8,8,6,337,CC22
ERR044593,UK,7,6,1,5,8,8,6,22,CC22
ERR044594,UK,7,6,1,5,8,8,6,22,CC22
ERR044595,UK,7,6,1,5,8,8,6,22,CC22
ERR044596,UK,7,6,1,5,8,8,6,22,CC22
ERR044597,UK,7,6,1,5,8,8,6,22,CC22
ERR044598,UK,7,6,1,5,8,8,6,22,CC22
ERR044599,UK,7,6,1,5,8,8,6,22,CC22
ERR044600,UK,7,6,1,5,8,8,6,22,CC22
ERR044601,UK,7,6,1,5,8,8,6,22,CC22
ERR044602,UK,7,6,1,5,8,8,6,22,CC22
ERR045052,UK,7,6,1,5,8,8,6,22,CC22
ERR045053,UK,7,6,1,5,8,8,6,22,CC22
ERR045054,UK,7,6,1,5,8,8,6,22,CC22
ERR045055,Unknown,7,6,84,5,8,8,6,175,CC22
ERR045056,UK,7,6,1,5,8,8,6,22,CC22
ERR045057,UK,7,6,1,5,8,8,6,22,CC22
ERR045058,Australia,7,6,1,5,8,8,6,22,CC22
ERR045059,Ireland,7,6,1,5,8,8,6,22,CC22
ERR045060,UK,7,6,1,5,8,8,6,22,CC22
ERR045061,UK,7,6,1,5,8,8,6,22,CC22
ERR045062,UK,7,6,1,5,8,8,6,22,CC22
ERR045063,UK,7,6,1,5,8,8,6,22,CC22
ERR045064,The Netherlands,7,6,1,5,8,8,6,22,CC22
ERR045065,Sweden,7,6,1,5,8,8,6,22,CC22
ERR045066,UK,7,6,1,5,8,8,6,22,CC22
ERR045067,UK,7,6,1,5,8,8,6,22,CC22
ERR045068,UK,7,6,1,5,8,8,6,22,CC22
ERR045069,UK,7,6,1,5,8,8,6,22,CC22
ERR045070,UK,7,6,1,5,8,8,6,22,CC22
ERR045071,UK,7,6,1,5,8,8,6,22,CC22
ERR045072,UK,7,6,1,5,8,8,6,22,CC22
ERR045073,UK,7,6,1,5,8,8,6,22,CC22
ERR045865,UK,,,2,2,3,3,2,,
ERR045866,UK,2,2,2,2,3,3,2,36,CC30
ERR045867,UK,,2,2,2,3,3,2,,
ERR070034,UK,258,6,1,5,8,8,6,2371,CC22
ERR070036,UK,258,6,1,5,8,8,6,2371,CC22
ERR070039,UK,258,6,1,5,8,8,6,2371,CC22
ERR070040,UK,258,6,1,5,8,8,6,2371,CC22
ERR070042,UK,258,6,1,5,8,8,6,2371,CC22
ERR070043,UK,258,6,1,5,8,8,6,2371,CC22
ERR070045,UK,258,6,1,5,8,8,6,2371,CC22
ERR070046,UK,258,6,1,5,8,8,6,2371,CC22
ERR070047,UK,258,6,1,5,8,8,6,2371,CC22
ERR070048,UK,258,6,1,5,8,8,6,2371,CC22
ERR072246,UK,258,6,1,5,8,8,6,2371,CC22
ERR108054,UK,258,6,1,5,8,8,6,2371,CC22
ERR124429,UK,258,6,1,5,8,8,6,2371,CC22
ERR124430,UK,258,6,1,5,8,8,6,2371,CC22
ERR124431,UK,258,6,1,5,8,8,6,2371,CC22
ERR124432,UK,258,6,1,5,8,8,6,2371,CC22
ERR124433,UK,258,6,1,5,8,8,6,2371,CC22
ERR124434,UK,258,6,1,5,8,8,6,2371,CC22
ERR124435,UK,258,6,1,5,8,8,6,2371,CC22
ERR128708,UK,258,6,1,5,8,8,6,2371,CC22
ERR128709,UK,258,6,1,5,8,8,6,2371,CC22
ERR128710,UK,258,6,1,5,8,8,6,2371,CC22
ERR128711,UK,258,6,1,5,8,8,6,2371,CC22
ERR128712,UK,258,6,1,5,8,8,6,2371,CC22
ERR128713,UK,258,6,1,5,8,8,6,2371,CC22
ERR128714,UK,258,6,1,5,8,8,6,2371,CC22
ERR128715,UK,258,6,1,5,8,8,6,2371,CC22
ERR128716,UK,258,6,1,5,8,8,6,2371,CC22
ERR128717,UK,258,6,1,5,8,8,6,2371,CC22
ERR131808,UK,258,6,1,5,8,8,6,2371,CC22
ERR131809,UK,258,6,1,5,8,8,6,2371,CC22
ERR131811,UK,258,6,1,5,8,8,6,2371,CC22
ERR131812,UK,258,6,1,5,8,8,6,2371,CC22
ERR131813,UK,258,6,1,5,8,8,6,2371,CC22
ERR131814,UK,258,6,1,5,8,8,6,2371,CC22
ERR131815,UK,258,6,1,5,8,8,6,2371,CC22
ERR070033,UK,258,6,1,5,8,8,6,2371,CC22
ERR128719,UK,258,6,1,5,8,8,6,2371,CC22
ERR128720,UK,258,6,1,5,8,8,6,2371,CC22
ERR070041,UK,1,1,1,1,1,1,1,1,CC1
ERR070037,UK,7,6,1,5,8,8,6,22,CC22
ERR072248,UK,1,1,1,1,22,1,1,772,CC1
ERR124436,UK,1,1,1,1,22,1,1,772,CC1
ERR131800,UK,1,1,1,1,22,1,1,772,CC1
ERR131801,UK,7,6,1,5,8,8,6,22,CC22
ERR131802,UK,7,6,1,5,8,8,6,22,CC22
ERR131805,UK,7,6,1,5,8,8,6,22,CC22
ERR131806,UK,7,6,1,5,8,8,6,22,CC22
ERR131807,UK,7,6,1,5,8,8,6,22,CC22
ERR109477,Unknown,2,2,2,2,6,3,2,30,CC30
ERR083722,UK,4,9,1,8,1,10,8,20,
ERR033684,Unknown,10,40,442,6,10,3,2,377,CC45
ERR023520,Unknown,2,3,1,1,4,4,3,239,CC8
ERR038702,Unknown,13,13,1,1,12,11,13,15,CC15
ERR033282,Unknown,13,13,1,1,12,11,13,15,CC15
ERR033271,Bulgaria,2,3,1,1,4,4,3,239,CC8
ERR044256,Unknown,2,3,1,1,4,4,3,239,CC8
ERR033428,Denmark,2,2,2,2,6,3,2,30,CC30
ERR026681,Unknown,8,2,2,2,6,3,2,34,CC30
ERR033658,Unknown,1,4,1,4,12,1,10,5,CC5
ERR033703,Unknown,3,1,1,1,1,5,3,97,CC97
ERR038395,Austria,5,,1,4,4,6,3,,
SRR011075,Unknown,,4,1,8,4,4,3,,
ERR033442,Finland,1,43,1,4,12,1,10,146,CC5
ERR033434,Denmark,10,14,8,6,10,3,2,45,CC45
ERR033559,Poland,2,3,1,1,4,4,30,241,CC8
ERR033630,France,7,6,1,5,8,8,6,22,CC22
ERR033267,Bulgaria,1,4,1,8,4,4,3,72,CC8
ERR033350,Unknown,2,,2,,6,3,2,,
ERR033585,Sweden,1,,,4,12,1,10,,
ERR033348,Bulgaria,2,3,1,1,4,4,3,239,CC8
ERR017208,Portugal,7,6,1,5,8,8,6,22,CC22
SRR493856,Unknown,1,4,1,4,12,1,10,5,CC5
ERR083729,UK,4,9,1,8,1,10,8,20,
ERR006578,Unknown,2,3,1,1,4,4,3,239,CC8
ERR006556,Unknown,2,3,1,1,4,148,3,1225,CC8
ERR033632,Denmark,,,1,1,12,11,13,,
ERR033572,Sweden,8,2,2,219,6,3,2,2881,CC30
ERR083711,UK,2,2,2,2,6,3,2,30,CC30
ERR033321,Unknown,3,1,14,15,11,19,3,101,
ERR038689,Poland,10,14,8,6,10,3,2,45,CC45
ERR033521,Portugal,6,5,6,2,7,14,5,121,CC121
SRR492682,Unknown,1,4,,4,12,1,10,,
ERR033659,Unknown,28,2,2,,6,3,2,,
ERR023509,Unknown,2,3,1,1,4,4,3,239,CC8
ERR024676,Unknown,2,3,1,1,4,4,3,239,CC8
ERR033463,Germany,3,3,1,1,1,1,10,9,CC1
ERR033534,Spain,1,4,1,4,12,1,340,2870,CC5
ERR033622,UK,7,6,1,5,8,8,6,22,CC22
ERR083718,UK,2,2,2,2,6,3,2,30,CC30
ERR045844,Unknown,2,2,2,2,6,3,2,30,CC30
ERR083708,UK,2,2,2,2,6,3,2,30,CC30
ERR033265,Belgium,10,,8,,10,3,2,,
ERR038693,Unknown,3,,14,15,11,19,3,,
ERR033462,France,3,3,1,1,4,4,3,8,CC8
ERR006566,Unknown,2,3,1,1,4,4,3,239,CC8
ERR038381,Unknown,10,14,8,,10,3,2,,
ERR033322,Unknown,10,14,8,6,10,3,2,45,CC45
ERR083709,UK,2,2,2,2,6,3,2,30,CC30
ERR017239,Germany,7,6,1,5,8,8,6,22,CC22
ERR033256,Unknown,3,1,14,15,11,19,3,101,
ERR026656,Turkey,2,3,1,1,4,4,3,239,CC8
ERR033354,Belgium,7,6,1,5,8,8,6,22,CC22
ERR033475,Germany,7,6,1,5,8,8,6,22,CC22
ERR033392,Unknown,1,43,1,4,12,1,10,146,CC5
ERR017217,Portugal,7,6,1,5,,8,6,,
ERR033621,UK,7,6,1,5,8,8,6,22,CC22
ERR038696,Unknown,13,13,1,1,12,11,13,15,CC15
ERR033619,UK,7,6,1,5,8,8,6,22,CC22
ERR033424,Denmark,2,2,2,2,6,3,2,30,CC30
ERR083735,UK,4,9,1,8,1,10,8,20,
ERR083712,UK,2,2,2,2,6,3,2,30,CC30
ERR024978,Turkey,2,3,1,1,4,4,3,239,CC8
ERR026668,Turkey,2,3,1,1,4,4,3,239,CC8
ERR033649,Germany,1,4,1,4,12,25,10,225,CC5
ERR033537,Italy,2,2,2,2,6,3,2,30,CC30
ERR033688,Unknown,2,,2,2,6,3,2,,
ERR033467,France,3,3,1,1,4,4,3,8,CC8
ERR033283,Unknown,13,13,1,1,12,11,13,15,CC15
ERR033382,Unknown,1,4,1,4,46,24,29,111,CC5
ERR033648,Germany,7,6,1,5,8,8,6,22,CC22
ERR033662,Unknown,2,2,2,,387,3,2,,
ERR033669,Unknown,1,4,1,4,12,1,10,5,CC5
ERR033599,Unknown,6,5,6,2,95,17,19,1693,CC121
ERR033702,Italy,13,13,1,1,12,11,13,15,CC15
ERR017627,Unknown,3,35,19,2,20,26,39,398,
ERR033673,Unknown,7,6,1,5,8,8,6,22,CC22
ERR033453,France,1,4,1,4,12,1,10,5,CC5
ERR006546,Unknown,2,3,1,1,4,4,3,239,CC8
ERR017193,Germany,7,6,1,5,8,8,6,22,CC22
ERR033535,Spain,6,5,6,2,7,17,19,123,CC121
ERR033574,Sweden,3,3,1,1,4,4,3,8,CC8
ERR023508,Unknown,2,3,1,1,4,4,3,239,CC8
ERR033624,UK,7,6,1,5,8,8,6,22,CC22
ERR033317,Unknown,2,2,2,2,6,3,2,30,CC30
ERR033660,Unknown,1,4,1,4,12,1,10,5,CC5
ERR033522,Portugal,1,4,1,4,12,1,10,5,CC5
ERR033432,Denmark,1,1,1,1,1,1,1,1,CC1
ERR033482,Germany,1,4,1,4,12,25,10,225,CC5
ERR045451,Unknown,2,3,1,1,4,4,3,239,CC8
ERR033573,Sweden,3,3,1,1,4,4,3,8,CC8
ERR033247,Belgium,3,3,1,1,4,4,3,8,CC8
ERR033615,UK,7,6,1,5,8,8,6,22,CC22
ERR026707,Turkey,2,3,1,1,4,4,3,239,CC8
ERR033390,Slovenia,5,4,1,4,4,6,3,7,
ERR033389,Slovenia,13,13,1,1,12,11,13,15,CC15
ERR033561,Portugal,3,27,1,1,1,1,10,109,CC1
ERR033455,France,3,3,1,1,4,4,3,8,CC8
ERR017234,Czech Republic,7,6,1,5,8,8,6,22,CC22
ERR083731,UK,4,9,1,8,,10,8,,
ERR017186,New Zealand,7,6,1,5,8,8,6,22,CC22
ERR033431,Denmark,2,,2,2,6,3,2,,
ERR017233,Czech Republic,7,6,1,5,8,8,6,22,CC22
ERR033699,Norway,10,14,8,6,10,3,2,45,CC45
ERR033347,Belgium,3,3,1,1,4,4,3,8,CC8
SRR493892,Unknown,3,3,1,1,4,4,3,8,CC8
ERR017174,Singapore,7,6,1,5,8,8,6,22,CC22
ERR017231,Germany,7,6,1,5,8,8,6,22,CC22
ERR017191,Germany,7,6,1,5,8,8,6,22,CC22
ERR024991,Portugal,2,3,1,1,4,4,3,239,CC8
ERR033456,France,3,,1,1,4,4,3,,
ERR044238,Unknown,2,3,1,1,4,4,,,
ERR033538,Italy,321,1,1,1,1,1,1,2875,CC1
ERR086211,Unknown,2,3,1,1,4,4,3,239,CC8
ERR033383,Unknown,5,4,1,4,4,6,3,7,
ERR022160,Unknown,3,35,19,2,20,26,39,398,
ERR083808,UK,13,13,1,1,12,11,13,15,CC15
ERR033299,Spain,1,4,1,4,12,1,54,125,CC5
ERR033616,UK,1,,,1,1,1,1,,
ERR033423,Denmark,3,3,1,1,4,4,3,8,CC8
ERR033544,Italy,1,4,1,4,12,24,29,228,CC5
ERR083714,UK,2,2,2,2,6,3,2,30,CC30
ERR033246,Belgium,3,,1,1,4,4,3,,
ERR033393,Unknown,1,1,1,9,1,1,1,81,CC1
ERR033460,France,1,152,1,8,1,5,11,2867,
ERR033651,Germany,13,13,1,1,12,11,13,15,CC15
ERR033540,Italy,3,1,14,15,11,19,3,101,
ERR017616,Unknown,3,35,19,2,20,26,39,398,
ERR033386,Unknown,1,4,1,4,46,24,29,111,CC5
ERR033422,Unknown,1,4,1,4,12,1,10,5,CC5
ERR033671,Unknown,7,6,1,5,8,8,6,22,CC22
ERR024965,Unknown,2,3,1,1,4,4,3,239,CC8
SRR278597,Unknown,10,14,8,6,10,3,2,45,CC45
ERR083710,UK,2,2,2,2,6,3,2,30,CC30
ERR033372,Unknown,4,1,4,1,5,5,4,25,
SRR493897,Unknown,1,4,1,4,12,1,28,105,CC5
ERR046436,Unknown,2,3,,1,4,4,3,,
ERR033512,Portugal,7,6,1,5,8,8,6,22,CC22
ERR033349,Bulgaria,2,,1,1,4,4,3,,
ERR033545,Italy,5,4,1,4,4,6,3,7,
ERR038685,Poland,2,2,2,2,6,3,2,30,CC30
ERR033478,Germany,1,4,1,4,12,25,10,225,CC5
ERR033345,Bulgaria,1,4,1,8,4,4,3,72,CC8
ERR022183,Unknown,3,35,19,2,20,26,39,398,
ERR033558,Poland,10,14,8,6,10,3,2,45,CC45
SRR493885,Unknown,3,3,1,58,4,4,3,609,CC8
